IYS_Specimen_ID,GCLcard_position,IAgroup
IYS2022-NW-2-4-CanTrawl-2-2,0000063282_2,Western_AK_BBay
IYS2022-NW-2-5-CanTrawl-2-24,0000063319_1,Western_AK_BBay
IYS2022-NW-2-5-CanTrawl-2-25,0000063319_2,Western_AK_BBay
IYS2022-NW-2-5-CanTrawl-2-26,0000063319_3,Western_AK_BBay
IYS2022-NW-2-5-CanTrawl-2-27,0000063319_4,Western_AK_BBay
IYS2022-NW-2-5-CanTrawl-2-28,0000063319_5,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-5-CanTrawl-2-29,0000063319_6,Western_AK_BBay
IYS2022-NW-2-5-CanTrawl-2-30,0000063319_8,Cook_Inlet
IYS2022-NW-2-5-CanTrawl-2-31,0000063319_7,BC_WA
IYS2022-NW-2-6-CanTrawl-3-33,0000063268_1,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-6-CanTrawl-3-34,0000063268_2,Western_AK_BBay
IYS2022-NW-2-6-CanTrawl-3-35,0000063268_3,Western_AK_BBay
IYS2022-NW-2-6-CanTrawl-3-38,0000063268_6,Cook_Inlet
IYS2022-NW-2-6-CanTrawl-3-39,0000063268_7,Western_AK_BBay
IYS2022-NW-2-6-CanTrawl-3-43,0000063336_1,Cook_Inlet
IYS2022-NW-2-6-CanTrawl-3-44,0000063336_2,Cook_Inlet
IYS2022-NW-2-6-CanTrawl-3-45,0000063336_3,Western_AK_BBay
IYS2022-NW-2-7-CanTrawl-2-2,0000063276_2,Western_AK_BBay
IYS2022-NW-2-7-CanTrawl-2-3,0000063276_3,Western_AK_BBay
IYS2022-NW-2-7-CanTrawl-2-4,0000063276_4,Western_AK_BBay
IYS2022-NW-2-7-CanTrawl-2-5,0000063276_5,Western_AK_BBay
IYS2022-NW-2-7-CanTrawl-2-6,0000063276_6,Western_AK_BBay
IYS2022-NW-2-7-CanTrawl-2-7,0000063276_7,BC_WA
IYS2022-NW-2-7-CanTrawl-2-8,0000063276_8,Western_AK_BBay
IYS2022-NW-2-7-CanTrawl-2-9,0000063276_9,Western_AK_BBay
IYS2022-NW-2-7-CanTrawl-2-10,0000063276_10,Western_AK_BBay
IYS2022-NW-2-8-CanTrawl-4-1,0000061046_1,Western_AK_BBay
IYS2022-NW-2-8-CanTrawl-4-2,0000061046_2,Western_AK_BBay
IYS2022-NW-2-8-CanTrawl-4-3,0000061046_3,Western_AK_BBay
IYS2022-NW-2-8-CanTrawl-4-4,0000061046_4,Western_AK_BBay
IYS2022-NW-2-8-CanTrawl-4-5,0000061046_5,Western_AK_BBay
IYS2022-NW-2-8-CanTrawl-4-6,0000061046_6,Western_AK_BBay
IYS2022-NW-2-8-CanTrawl-4-7,0000061046_7,Western_AK_BBay
IYS2022-NW-2-8-CanTrawl-4-8,0000061046_8,Western_AK_BBay
IYS2022-NW-2-11-CanTrawl-1-1,0000062607_1,Western_AK_BBay
IYS2022-NW-2-11-CanTrawl-1-2,0000062607_2,Western_AK_BBay
IYS2022-NW-2-11-CanTrawl-1-3,0000062607_3,Western_AK_BBay
IYS2022-NW-2-11-CanTrawl-1-4,0000062607_4,Western_AK_BBay
IYS2022-NW-2-11-CanTrawl-1-5,0000062607_5,Western_AK_BBay
IYS2022-NW-2-11-CanTrawl-1-6,0000062607_6,Western_AK_BBay
IYS2022-NW-2-11-CanTrawl-1-7,0000062607_7,Western_AK_BBay
IYS2022-NW-2-11-CanTrawl-1-8,0000062607_8,Western_AK_BBay
IYS2022-NW-2-12-CanTrawl-4-1,0000062599_1,Western_AK_BBay
IYS2022-NW-2-12-CanTrawl-4-2,0000062599_2,Western_AK_BBay
IYS2022-NW-2-12-CanTrawl-4-3,0000062599_3,Western_AK_BBay
IYS2022-NW-2-12-CanTrawl-4-4,0000062599_4,Western_AK_BBay
IYS2022-NW-2-12-CanTrawl-4-5,0000062599_5,Western_AK_BBay
IYS2022-NW-2-12-CanTrawl-4-6,0000062599_6,Western_AK_BBay
IYS2022-NW-2-12-CanTrawl-4-7,0000062599_7,Western_AK_BBay
IYS2022-NW-2-12-CanTrawl-4-8,0000062599_8,Western_AK_BBay
IYS2022-NW-2-12-CanTrawl-4-9,0000062599_9,Western_AK_BBay
IYS2022-NW-2-12-CanTrawl-4-10,0000062599_10,Western_AK_BBay
IYS2022-NW-2-13-CanTrawl-5-27,0000062622_1,Western_AK_BBay
IYS2022-NW-2-13-CanTrawl-5-28,0000062622_2,Western_AK_BBay
IYS2022-NW-2-13-CanTrawl-5-29,0000062622_3,Western_AK_BBay
IYS2022-NW-2-13-CanTrawl-5-30,0000062622_4,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-13-CanTrawl-5-31,0000062622_5,Russia
IYS2022-NW-2-13-CanTrawl-5-32,0000062622_6,Cook_Inlet
IYS2022-NW-2-13-CanTrawl-5-33,0000062622_7,Western_AK_BBay
IYS2022-NW-2-13-CanTrawl-5-34,0000062622_8,Western_AK_BBay
IYS2022-NW-2-14-CanTrawl-3-1,0000062636_1,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-14-CanTrawl-3-2,0000062636_2,Western_AK_BBay
IYS2022-NW-2-14-CanTrawl-3-3,0000062636_3,Western_AK_BBay
IYS2022-NW-2-14-CanTrawl-3-5,0000062636_5,Western_AK_BBay
IYS2022-NW-2-14-CanTrawl-3-6,0000062636_6,Western_AK_BBay
IYS2022-NW-2-14-CanTrawl-3-8,0000062636_8,Cook_Inlet
IYS2022-NW-2-14-CanTrawl-3-9,0000062636_9,Western_AK_BBay
IYS2022-NW-2-14-CanTrawl-3-10,0000062636_10,Western_AK_BBay
IYS2022-NW-2-14-CanTrawl-3-11,0000062535_1,Western_AK_BBay
IYS2022-NW-2-14-CanTrawl-3-12,0000062535_2,Western_AK_BBay
IYS2022-NW-2-14-CanTrawl-3-13,0000062535_3,Western_AK_BBay
IYS2022-NW-2-14-CanTrawl-3-15,0000062535_5,Western_AK_BBay
IYS2022-NW-2-14-CanTrawl-3-16,0000062535_6,BC_WA
IYS2022-NW-2-14-CanTrawl-3-17,0000062535_7,BC_WA
IYS2022-NW-2-14-CanTrawl-3-20,0000062535_10,Western_AK_BBay
IYS2022-NW-2-14-CanTrawl-3-21,0000062632_1,Cook_Inlet
IYS2022-NW-2-14-CanTrawl-3-22,0000062632_2,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-14-CanTrawl-3-23,0000062632_3,Western_AK_BBay
IYS2022-NW-2-14-CanTrawl-3-24,0000062632_5,Western_AK_BBay
IYS2022-NW-2-14-CanTrawl-3-25,0000062632_6,Western_AK_BBay
IYS2022-NW-2-14-CanTrawl-3-26,0000062632_7,Western_AK_BBay
IYS2022-NW-2-15-CanTrawl-4-26,0000062642_1,Western_AK_BBay
IYS2022-NW-2-15-CanTrawl-4-27,0000062642_2,Russia
IYS2022-NW-2-15-CanTrawl-4-29,0000062642_4,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-15-CanTrawl-4-30,0000062642_5,PWS_CopperR_SEAK
IYS2022-NW-2-15-CanTrawl-4-31,0000062642_6,Western_AK_BBay
IYS2022-NW-2-15-CanTrawl-4-32,0000062642_8,Western_AK_BBay
IYS2022-NW-2-15-CanTrawl-4-34,0000061113_1,Western_AK_BBay
IYS2022-NW-2-15-CanTrawl-4-35,0000062642_9,Western_AK_BBay
IYS2022-NW-2-15-CanTrawl-4-36,0000062642_10,Western_AK_BBay
IYS2022-NW-2-14-CanTrawl-3-27,0000062535_8,Western_AK_BBay
IYS2022-NW-2-16-CanTrawl-5-38,0000062792_1,BC_WA
IYS2022-NW-2-16-CanTrawl-5-39,0000062792_2,Cook_Inlet
IYS2022-NW-2-16-CanTrawl-5-40,0000062792_3,Cook_Inlet
IYS2022-NW-2-16-CanTrawl-5-41,0000062792_4,Western_AK_BBay
IYS2022-NW-2-16-CanTrawl-5-42,0000062792_5,Western_AK_BBay
IYS2022-NW-2-16-CanTrawl-5-43,0000062792_6,BC_WA
IYS2022-NW-2-16-CanTrawl-5-44,0000062792_7,Western_AK_BBay
IYS2022-NW-2-16-CanTrawl-5-45,0000062792_8,Western_AK_BBay
IYS2022-NW-2-16-CanTrawl-5-46,0000062792_9,BC_WA
IYS2022-NW-2-16-CanTrawl-5-47,0000062792_10,Western_AK_BBay
IYS2022-NW-2-17-CanTrawl-3-56,0000063109_1,Western_AK_BBay
IYS2022-NW-2-17-CanTrawl-3-57,0000063109_2,Cook_Inlet
IYS2022-NW-2-17-CanTrawl-3-58,0000063109_3,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-17-CanTrawl-3-59,0000063109_4,Western_AK_BBay
IYS2022-NW-2-17-CanTrawl-3-60,0000063109_5,Russia
IYS2022-NW-2-17-CanTrawl-3-61,0000063109_6,Western_AK_BBay
IYS2022-NW-2-17-CanTrawl-3-62,0000063109_7,Western_AK_BBay
IYS2022-NW-2-17-CanTrawl-3-63,0000063109_8,Western_AK_BBay
IYS2022-NW-2-17-CanTrawl-3-64,0000063109_9,Cook_Inlet
IYS2022-NW-2-17-CanTrawl-3-66,0000063086_1,Western_AK_BBay
IYS2022-NW-2-17-CanTrawl-3-67,0000063086_2,Russia
IYS2022-NW-2-17-CanTrawl-3-68,0000063086_3,Western_AK_BBay
IYS2022-NW-2-17-CanTrawl-3-69,0000063086_4,Western_AK_BBay
IYS2022-NW-2-17-CanTrawl-3-70,0000063086_5,Western_AK_BBay
IYS2022-NW-2-17-CanTrawl-3-71,0000063086_6,Western_AK_BBay
IYS2022-NW-2-17-CanTrawl-3-72,0000063086_7,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-17-CanTrawl-3-73,0000063086_8,Western_AK_BBay
IYS2022-NW-2-17-CanTrawl-3-74,0000063086_9,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-17-CanTrawl-3-75,0000063086_10,Western_AK_BBay
IYS2022-NW-2-17-CanTrawl-3-76,0000063112_1,Western_AK_BBay
IYS2022-NW-2-17-CanTrawl-3-77,0000063112_2,Western_AK_BBay
IYS2022-NW-2-17-CanTrawl-3-78,0000063112_3,Western_AK_BBay
IYS2022-NW-2-17-CanTrawl-3-79,0000063112_4,Western_AK_BBay
IYS2022-NW-2-18-CanTrawl-3-77,0000062785_1,Western_AK_BBay
IYS2022-NW-2-18-CanTrawl-3-78,0000062785_2,Russia
IYS2022-NW-2-18-CanTrawl-3-80,0000062785_4,Russia
IYS2022-NW-2-18-CanTrawl-3-81,0000062785_5,Western_AK_BBay
IYS2022-NW-2-18-CanTrawl-3-82,0000062785_6,Western_AK_BBay
IYS2022-NW-2-18-CanTrawl-3-83,0000062785_7,Western_AK_BBay
IYS2022-NW-2-18-CanTrawl-3-84,0000062785_8,Western_AK_BBay
IYS2022-NW-2-18-CanTrawl-3-85,0000062785_9,Cook_Inlet
IYS2022-NW-2-19-CanTrawl-9-6,0000061104_5,Western_AK_BBay
IYS2022-NW-2-19-CanTrawl-9-7,0000061104_1,Western_AK_BBay
IYS2022-NW-2-19-CanTrawl-9-8,0000061104_2,Western_AK_BBay
IYS2022-NW-2-19-CanTrawl-9-10,0000061104_4,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-2,0000062737_1,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-3,0000062737_2,Russia
IYS2022-NW-2-20-CanTrawl-4-4,0000062737_3,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-5,0000062737_4,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-6,0000062737_5,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-7,0000062737_6,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-9,0000062737_8,Russia
IYS2022-NW-2-20-CanTrawl-4-11,0000062737_10,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-13,0000061092_2,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-14,0000061092_3,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-15,0000061092_4,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-16,0000061092_5,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-17,0000061092_6,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-18,0000061092_7,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-19,0000061092_8,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-20,0000061092_9,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-21,0000061092_10,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-22,0000062781_1,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-23,0000062781_2,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-24,0000062781_3,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-25,0000062781_4,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-26,0000062781_5,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-27,0000062781_6,Cook_Inlet
IYS2022-NW-2-20-CanTrawl-4-28,0000062781_7,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-29,0000062781_8,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-20-CanTrawl-4-30,0000062781_9,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-31,0000062781_10,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-32,0000061878_1,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-33,0000061878_2,PWS_CopperR_SEAK
IYS2022-NW-2-20-CanTrawl-4-34,0000061878_3,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-35,0000061878_4,Western_AK_BBay
IYS2022-NW-2-20-CanTrawl-4-36,0000061878_5,Russia
IYS2022-NW-2-21-CanTrawl-1-1,0000061110_1,AK_Pen_Kodiak_Afognak
IYS2022-NW-2-21-CanTrawl-1-2,0000061110_2,Western_AK_BBay
IYS2022-NW-2-22-CanTrawl-3-48,0000063452_1,Western_AK_BBay
IYS2022-NW-2-22-CanTrawl-3-49,0000063452_2,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-9,0000059891_9,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-8,0000059891_8,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-7,0000059891_7,Cook_Inlet
IYS2022-Shimada-4-3-Trawl-5-6,0000059891_6,Cook_Inlet
IYS2022-Shimada-4-3-Trawl-5-5,0000059891_5,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-4,0000059891_4,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-3,0000059891_3,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-12,0000060483_2,Cook_Inlet
IYS2022-Shimada-4-3-Trawl-5-11,0000060483_1,Western_AK_BBay
IYS2022-Shimada-4-3-Trawl-5-1,0000059891_1,Western_AK_BBay
IYS2022-Shimada-4-25-Trawl-8-1,0000058266_1,Cook_Inlet
IYS2022-Shimada-4-24-Trawl-12-9,0000060462_9,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-24-Trawl-12-8,0000060462_8,Western_AK_BBay
IYS2022-Shimada-4-24-Trawl-12-7,0000060462_7,Western_AK_BBay
IYS2022-Shimada-4-24-Trawl-12-6,0000060462_6,Cook_Inlet
IYS2022-Shimada-4-24-Trawl-12-5,0000060462_5,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-24-Trawl-12-4,0000060462_4,BC_WA
IYS2022-Shimada-4-24-Trawl-12-3,0000060462_3,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-24-Trawl-12-2,0000060462_2,BC_WA
IYS2022-Shimada-4-24-Trawl-12-10,0000060462_10,Western_AK_BBay
IYS2022-Shimada-4-24-Trawl-12-1,0000060462_1,Western_AK_BBay
IYS2022-Shimada-4-23-Trawl-6-4,0000060470_4,Western_AK_BBay
IYS2022-Shimada-4-23-Trawl-6-3,0000060470_3,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-23-Trawl-6-2,0000060470_2,Western_AK_BBay
IYS2022-Shimada-4-23-Trawl-6-1,0000060470_1,Western_AK_BBay
IYS2022-Shimada-4-22-Trawl-7-9,0000058220_9,Cook_Inlet
IYS2022-Shimada-4-22-Trawl-7-8,0000058220_8,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-22-Trawl-7-7,0000058220_7,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-22-Trawl-7-6,0000058220_6,BC_WA
IYS2022-Shimada-4-22-Trawl-7-5,0000058220_5,PWS_CopperR_SEAK
IYS2022-Shimada-4-22-Trawl-7-4,0000058220_4,BC_WA
IYS2022-Shimada-4-22-Trawl-7-3,0000058220_3,Cook_Inlet
IYS2022-Shimada-4-22-Trawl-7-2,0000058220_2,BC_WA
IYS2022-Shimada-4-22-Trawl-7-1,0000058220_1,Cook_Inlet
IYS2022-Shimada-4-21-Trawl-10-7,0000060448_7,BC_WA
IYS2022-Shimada-4-21-Trawl-10-6,0000060448_6,Cook_Inlet
IYS2022-Shimada-4-21-Trawl-10-5,0000060448_5,Western_AK_BBay
IYS2022-Shimada-4-21-Trawl-10-4,0000060448_4,BC_WA
IYS2022-Shimada-4-21-Trawl-10-3,0000060448_3,Cook_Inlet
IYS2022-Shimada-4-20-Trawl-7-1,0000059898_1,PWS_CopperR_SEAK
IYS2022-Shimada-4-19-Trawl-9-4,0000059906_4,Western_AK_BBay
IYS2022-Shimada-4-19-Trawl-9-3,0000059906_3,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-19-Trawl-9-2,0000059906_2,BC_WA
IYS2022-Shimada-4-19-Trawl-9-1,0000059906_1,BC_WA
IYS2022-Shimada-4-18-Trawl-11-7,0000059894_7,AK_Pen_Kodiak_Afognak
IYS2022-Shimada-4-18-Trawl-11-6,0000059894_6,Cook_Inlet
IYS2022-Shimada-4-18-Trawl-11-5,0000059894_5,Western_AK_BBay
IYS2022-Shimada-4-18-Trawl-11-4,0000059894_4,PWS_CopperR_SEAK
IYS2022-Shimada-4-18-Trawl-11-3,0000059894_3,BC_WA
IYS2022-Shimada-4-18-Trawl-11-2,0000059894_2,Western_AK_BBay
IYS2022-Shimada-4-17-Trawl-7-3,0000058229_3,PWS_CopperR_SEAK
IYS2022-Shimada-4-17-Trawl-7-2,0000058229_2,Western_AK_BBay
IYS2022-Shimada-4-17-Trawl-7-1,0000058229_1,BC_WA
IYS2022-Shimada-4-16-Trawl-7-5,0000060460_5,PWS_CopperR_SEAK
IYS2022-Shimada-4-16-Trawl-7-4,0000060460_4,Western_AK_BBay
IYS2022-Shimada-4-16-Trawl-7-3,0000060460_3,Western_AK_BBay
IYS2022-Shimada-4-16-Trawl-7-2,0000060460_2,Western_AK_BBay
IYS2022-Shimada-4-16-Trawl-7-1,0000060460_1,Western_AK_BBay
IYS2022-Shimada-4-15-Trawl-10-3,0000060464_3,Western_AK_BBay
IYS2022-Shimada-4-15-Trawl-10-2,0000060464_2,Western_AK_BBay
IYS2022-Shimada-4-15-Trawl-10-1,0000060464_1,Western_AK_BBay
IYS2022-Shimada-4-14-Trawl-8-1,0000058225_1,BC_WA
IYS2022-Shimada-4-12-Trawl-8-1,0000060489_1,PWS_CopperR_SEAK
IYS2022-Franklin-5-49-138-Trawl-118-0001,0000067644_1,PWS_CopperR_SEAK
IYS2022-Franklin-5-50-138-Trawl-118-0002,0000067644_2,BC_WA
IYS2022-Franklin-5-50-138-Trawl-118-0004,0000067644_4,BC_WA
IYS2022-Franklin-5-50-138-Trawl-118-0005,0000067644_5,Western_AK_BBay
IYS2022-Franklin-5-50-138-Trawl-118-0006,0000067644_6,Western_AK_BBay
IYS2022-Franklin-5-50-138-Trawl-118-0007,0000067644_7,Western_AK_BBay
IYS2022-Franklin-5-50-138-Trawl-118-0008,0000067644_8,Western_AK_BBay
IYS2022-Franklin-5-50-141-Trawl-118-0009,0000067644_9,BC_WA
IYS2022-Franklin-5-50-141-Trawl-118-0010,0000067644_10,Western_AK_BBay
IYS2022-Franklin-5-50-141-Trawl-118-0011,0000067644_11,Western_AK_BBay
IYS2022-Franklin-5-50-141-Trawl-118-0012,0000067644_12,Western_AK_BBay
IYS2022-Franklin-5-50-141-Trawl-118-0013,0000067644_13,BC_WA
IYS2022-Franklin-5-49-141-Trawl-118-0014,0000067644_14,PWS_CopperR_SEAK
IYS2022-Franklin-5-49-141-Trawl-118-0015,0000067644_15,Western_AK_BBay
IYS2022-Franklin-5-49-141-Trawl-118-0017,0000067644_17,Cook_Inlet
IYS2022-Franklin-5-49-141-Trawl-118-0018,0000067644_18,Western_AK_BBay
IYS2022-Franklin-5-48-141-Trawl-118-0020,0000067644_20,BC_WA
IYS2022-Franklin-5-48-144-Trawl-118-0022,0000067644_22,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0023,0000067644_23,BC_WA
IYS2022-Franklin-5-51-141-Trawl-118-0024,0000067644_24,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0025,0000067644_25,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0026,0000067644_26,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0027,0000067644_27,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0028,0000067644_28,BC_WA
IYS2022-Franklin-5-51-141-Trawl-118-0029,0000067644_29,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0030,0000067644_30,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0032,0000067644_32,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0033,0000067644_33,AK_Pen_Kodiak_Afognak
IYS2022-Franklin-5-51-141-Trawl-118-0034,0000067644_34,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0035,0000067644_35,BC_WA
IYS2022-Franklin-5-51-141-Trawl-118-0040,0000067644_40,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0041,0000067644_41,BC_WA
IYS2022-Franklin-5-51-141-Trawl-118-0042,0000067644_42,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0043,0000067644_43,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0044,0000067644_44,PWS_CopperR_SEAK
IYS2022-Franklin-5-51-141-Trawl-118-0045,0000067644_45,BC_WA
IYS2022-Franklin-5-51-141-Trawl-118-0046,0000067644_46,Western_AK_BBay
IYS2022-Franklin-5-51-141-Trawl-118-0047,0000067644_47,Cook_Inlet
IYS2022-Franklin-5-52-141-Trawl-118-0052,0000067645_4,Western_AK_BBay
IYS2022-Franklin-5-52-141-Trawl-118-0053,0000067645_5,Western_AK_BBay
IYS2022-Franklin-5-52-141-Trawl-118-0054,0000067645_6,AK_Pen_Kodiak_Afognak
IYS2022-Franklin-5-52-141-Trawl-118-0055,0000067645_7,Western_AK_BBay
IYS2022-Franklin-5-52-141-Trawl-118-0056,0000067645_8,BC_WA
IYS2022-Franklin-5-52-141-Trawl-118-0057,0000067645_9,BC_WA
IYS2022-Franklin-5-53-141-Trawl-118-0058,0000067645_10,Western_AK_BBay
IYS2022-Franklin-5-53-141-Trawl-118-0059,0000067645_11,Western_AK_BBay
IYS2022-Franklin-5-53-138-Trawl-118-0060,0000067645_12,Western_AK_BBay
IYS2022-Franklin-5-52-138-Trawl-118-0061,0000067645_13,BC_WA
IYS2022-Franklin-5-52-138-Trawl-118-0062,0000067645_14,BC_WA
IYS2022-Franklin-5-52-138-Trawl-118-0063,0000067645_15,Western_AK_BBay
IYS2022-Franklin-5-52-138-Trawl-118-0065,0000067645_17,Western_AK_BBay
IYS2022-Franklin-5-52-138-Trawl-118-0066,0000067645_18,PWS_CopperR_SEAK
IYS2022-Franklin-5-52-135-Trawl-118-0067,0000067645_19,Western_AK_BBay
IYS2022-Franklin-5-54-138-Trawl-118-0076,0000067645_28,Western_AK_BBay
IYS2022-Franklin-5-54-138-Trawl-118-0077,0000067645_29,Western_AK_BBay
IYS2022-Franklin-5-54-138-Trawl-118-0078,0000067645_30,BC_WA
IYS2022-Franklin-5-55-141-Trawl-118-0079,0000067645_31,Western_AK_BBay
IYS2022-Franklin-5-56-141-Trawl-118-0081,0000067645_33,Western_AK_BBay
IYS2022-Franklin-5-55-144-Trawl-118-0082,0000067645_34,BC_WA
IYS2022-Franklin-5-55-144-Trawl-118-0083,0000067645_35,Western_AK_BBay
IYS2022-Franklin-5-55-144-Trawl-118-0085,0000067645_37,BC_WA
IYS2022-Franklin-5-55-144-Trawl-118-0086,0000067645_38,Western_AK_BBay
IYS2022-Franklin-5-54-144-Trawl-118-0087,0000067645_39,PWS_CopperR_SEAK
IYS2022-Franklin-5-53-144-Trawl-118-0089,0000067645_41,PWS_CopperR_SEAK
