IYS_Specimen_ID,IAgroup
IYS2022-NW-2-17-CanTrawl-1-36,NorthernRussia
IYS2022-NW-2-17-CanTrawl-1-37,NorthernRussia
IYS2022-NW-2-17-CanTrawl-1-39,NorthernRussia
IYS2022-NW-2-17-CanTrawl-1-40,NorthernRussia
IYS2022-NW-2-17-CanTrawl-1-41,NorthernRussia
IYS2022-NW-2-17-CanTrawl-1-42,NorthernRussia
IYS2022-NW-2-17-CanTrawl-1-43,NorthernRussia
IYS2022-NW-2-17-CanTrawl-1-44,Japan/Korea/SouthernRussia
IYS2022-NW-2-17-CanTrawl-1-45,NorthernRussia
IYS2022-NW-2-17-CanTrawl-1-46,NorthernRussia
IYS2022-NW-2-17-CanTrawl-1-48,NorthernRussia
IYS2022-NW-2-17-CanTrawl-1-49,NorthernRussia
IYS2022-NW-2-17-CanTrawl-1-50,NorthernRussia
IYS2022-NW-2-17-CanTrawl-1-51,Japan/Korea/SouthernRussia
IYS2022-NW-2-17-CanTrawl-1-52,NorthernRussia
IYS2022-NW-2-17-CanTrawl-1-53,NorthernRussia
IYS2022-NW-2-17-CanTrawl-1-54,NorthernRussia
IYS2022-NW-2-17-CanTrawl-1-55,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-1,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-2,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-3,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-4,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-5,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-6,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-7,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-8,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-9,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-10,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-11,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-12,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-13,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-14,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-15,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-16,SEAK/NorthernBC
IYS2022-NW-2-18-CanTrawl-1-17,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-18,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-19,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-20,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-21,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-22,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-23,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-24,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-25,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-26,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-27,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-29,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-30,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-31,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-32,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-33,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-34,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-35,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-36,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-37,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-39,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-40,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-41,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-42,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-43,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-44,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-45,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-46,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-47,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-48,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-49,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-50,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-51,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-52,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-53,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-54,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-55,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-56,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-57,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-58,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-59,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-60,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-61,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-62,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-77,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-64,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-65,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-66,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-67,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-68,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-69,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-70,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-71,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-72,Japan/Korea/SouthernRussia
IYS2022-NW-2-18-CanTrawl-1-73,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-74,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-75,NorthernRussia
IYS2022-NW-2-18-CanTrawl-1-76,Japan/Korea/SouthernRussia
IYS2022-NW-2-19-CanTrawl-4-1,WesternAK
IYS2022-NW-2-19-CanTrawl-4-2,Japan/Korea/SouthernRussia
IYS2022-NW-2-19-CanTrawl-4-3,NorthernRussia
IYS2022-NW-2-19-CanTrawl-4-4,NorthernRussia
IYS2022-NW-2-19-CanTrawl-4-5,SouthernBC/WA
IYS2022-NW-2-20-CanTrawl-1-1,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-CanTrawl-1-1,SouthernBC/WA
IYS2022-NW-2-20-CanTrawl-1-1,SouthernBC/WA
IYS2022-NW-2-20-CanTrawl-1-1,SouthernBC/WA
IYS2022-NW-2-20-CanTrawl-1-1,SouthernBC/WA
IYS2022-NW-2-20-CanTrawl-1-1,SouthernBC/WA
IYS2022-NW-2-20-CanTrawl-1-1,SouthernBC/WA
IYS2022-NW-2-20-CanTrawl-1-1,NorthernRussia
IYS2022-NW-2-20-CanTrawl-1-1,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-CanTrawl-1-1,WesternAK
IYS2022-NW-2-20-CanTrawl-1-1,WesternAK
IYS2022-NW-2-20-CanTrawl-1-1,NAKPen/WesternGOA
IYS2022-NW-2-20-CanTrawl-1-1,SEAK/NorthernBC
IYS2022-NW-2-20-CanTrawl-1-1,SEAK/NorthernBC
IYS2022-NW-2-20-CanTrawl-1-1,SEAK/NorthernBC
IYS2022-NW-2-20-CanTrawl-1-1,SEAK/NorthernBC
IYS2022-NW-2-20-CanTrawl-1-1,SEAK/NorthernBC
IYS2022-NW-2-20-CanTrawl-1-1,SouthernBC/WA
IYS2022-NW-2-20-CanTrawl-1-1,SEAK/NorthernBC
IYS2022-NW-2-20-CanTrawl-1-1,SEAK/NorthernBC
IYS2022-NW-2-20-CanTrawl-1-1,NAKPen/WesternGOA
IYS2022-NW-2-20-CanTrawl-1-1,SEAK/NorthernBC
IYS2022-NW-2-20-CanTrawl-1-1,SEAK/NorthernBC
IYS2022-NW-2-20-CanTrawl-1-1,SEAK/NorthernBC
IYS2022-NW-2-20-CanTrawl-1-1,SEAK/NorthernBC
IYS2022-NW-2-20-CanTrawl-1-1,SEAK/NorthernBC
IYS2022-NW-2-20-CanTrawl-1-1,SEAK/NorthernBC
IYS2022-NW-2-20-CanTrawl-1-38,SEAK/NorthernBC
IYS2022-NW-2-20-CanTrawl-1-39,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-CanTrawl-1-40,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-CanTrawl-1-41,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-CanTrawl-1-42,SouthernBC/WA
IYS2022-NW-2-20-CanTrawl-1-43,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-CanTrawl-1-44,NorthernRussia
IYS2022-NW-2-20-CanTrawl-1-45,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-CanTrawl-1-46,NorthernRussia
IYS2022-NW-2-20-CanTrawl-1-47,NorthernRussia
IYS2022-NW-2-20-CanTrawl-1-48,SEAK/NorthernBC
IYS2022-NW-2-20-CanTrawl-1-49,NorthernRussia
IYS2022-NW-2-20-CanTrawl-1-50,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-CanTrawl-1-51,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-CanTrawl-1-52,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-CanTrawl-1-53,Japan/Korea/SouthernRussia
IYS2022-NW-2-20-CanTrawl-1-54,NorthernRussia
IYS2022-NW-2-20-CanTrawl-1-55,NorthernRussia
IYS2022-NW-2-21-CanTrawl-2-4,Japan/Korea/SouthernRussia
IYS2022-NW-2-21-CanTrawl-2-5,NAKPen/WesternGOA
IYS2022-NW-2-22-CanTrawl-4-1,SEAK/NorthernBC
IYS2022-NW-2-22-CanTrawl-4-2,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-3,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-4,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-CanTrawl-4-5,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-CanTrawl-4-6,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-7,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-8,WesternAK
IYS2022-NW-2-22-CanTrawl-4-9,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-10,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-CanTrawl-4-11,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-12,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-CanTrawl-4-13,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-14,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-15,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-CanTrawl-4-16,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-CanTrawl-4-17,SEAK/NorthernBC
IYS2022-NW-2-22-CanTrawl-4-18,WesternAK
IYS2022-NW-2-22-CanTrawl-4-19,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-20,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-21,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-22,WesternAK
IYS2022-NW-2-22-CanTrawl-4-23,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-CanTrawl-4-24,SouthernBC/WA
IYS2022-NW-2-22-CanTrawl-4-25,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-26,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-CanTrawl-4-27,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-28,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-CanTrawl-4-29,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-30,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-CanTrawl-4-31,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-32,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-33,SEAK/NorthernBC
IYS2022-NW-2-22-CanTrawl-4-34,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-35,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-36,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-37,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-CanTrawl-4-38,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-39,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-40,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-CanTrawl-4-41,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-CanTrawl-4-42,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-43,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-44,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-46,Japan/Korea/SouthernRussia
IYS2022-NW-2-22-CanTrawl-4-47,NorthernRussia
IYS2022-NW-2-22-CanTrawl-4-48,NorthernRussia
IYS2022-Shimada-4-3-Trawl-3-1,SEAK/NorthernBC
IYS2022-Shimada-4-20-Trawl-4-6,NorthernRussia
IYS2022-Shimada-4-20-Trawl-4-7,NAKPen/WesternGOA
IYS2022-Shimada-4-20-Trawl-4-8,SouthernBC/WA
IYS2022-Shimada-4-20-Trawl-4-9,NorthernRussia
IYS2022-Shimada-4-20-Trawl-4-10,SouthernBC/WA
IYS2022-Shimada-4-20-Trawl-4-11,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-21-Trawl-5-2,WesternAK
IYS2022-Shimada-4-21-Trawl-5-3,WesternAK
IYS2022-Shimada-4-21-Trawl-5-4,SEAK/NorthernBC
IYS2022-Shimada-4-3-Trawl-3-2,SEAK/NorthernBC
IYS2022-Shimada-4-21-Trawl-5-5,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-21-Trawl-5-6,NorthernRussia
IYS2022-Shimada-4-21-Trawl-5-7,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-21-Trawl-5-8,NorthernRussia
IYS2022-Shimada-4-22-Trawl-4-1,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-22-Trawl-4-2,WesternAK
IYS2022-Shimada-4-22-Trawl-4-3,NorthernRussia
IYS2022-Shimada-4-22-Trawl-4-4,NAKPen/WesternGOA
IYS2022-Shimada-4-22-Trawl-4-5,SEAK/NorthernBC
IYS2022-Shimada-4-22-Trawl-4-6,SEAK/NorthernBC
IYS2022-Shimada-4-3-Trawl-3-3,SEAK/NorthernBC
IYS2022-Shimada-4-22-Trawl-4-7,NAKPen/WesternGOA
IYS2022-Shimada-4-22-Trawl-4-8,SEAK/NorthernBC
IYS2022-Shimada-4-22-Trawl-4-9,SEAK/NorthernBC
IYS2022-Shimada-4-22-Trawl-4-11,NAKPen/WesternGOA
IYS2022-Shimada-4-22-Trawl-4-12,NAKPen/WesternGOA
IYS2022-Shimada-4-22-Trawl-4-13,NAKPen/WesternGOA
IYS2022-Shimada-4-22-Trawl-4-14,SEAK/NorthernBC
IYS2022-Shimada-4-22-Trawl-4-15,NorthernRussia
IYS2022-Shimada-4-19-Trawl-6-1,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-22-Trawl-4-17,NAKPen/WesternGOA
IYS2022-Shimada-4-22-Trawl-4-18,SEAK/NorthernBC
IYS2022-Shimada-4-22-Trawl-4-19,SEAK/NorthernBC
IYS2022-Shimada-4-22-Trawl-4-20,NAKPen/WesternGOA
IYS2022-Shimada-4-22-Trawl-4-22,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-22-Trawl-4-23,SEAK/NorthernBC
IYS2022-Shimada-4-22-Trawl-4-24,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-22-Trawl-4-25,SEAK/NorthernBC
IYS2022-Shimada-4-22-Trawl-4-26,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-20-Trawl-4-1,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-22-Trawl-4-27,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-22-Trawl-4-28,NorthernRussia
IYS2022-Shimada-4-22-Trawl-4-29,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-24-Trawl-7-1,WesternAK
IYS2022-Shimada-4-25-Trawl-4-1,SEAK/NorthernBC
IYS2022-Shimada-4-25-Trawl-4-2,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-25-Trawl-4-3,SEAK/NorthernBC
IYS2022-Shimada-4-25-Trawl-4-4,Japan/Korea/SouthernRussia
IYS2022-Shimada-4-25-Trawl-4-5,SEAK/NorthernBC
IYS2022-Shimada-4-20-Trawl-4-2,WesternAK
IYS2022-Shimada-4-25-Trawl-4-6,NAKPen/WesternGOA
IYS2022-Shimada-4-25-Trawl-4-7,SEAK/NorthernBC
IYS2022-Shimada-4-26-Trawl-8-2,NAKPen/WesternGOA
IYS2022-Shimada-4-27-Trawl-4-1,WesternAK
IYS2022-Shimada-4-27-Trawl-4-2,SEAK/NorthernBC
IYS2022-Shimada-4-20-Trawl-4-3,NorthernRussia
IYS2022-Shimada-4-20-Trawl-4-4,WesternAK
IYS2022-Shimada-4-20-Trawl-4-5,NorthernRussia
IYS2022-Franklin-5-47-135-Trawl-112-0005,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0006,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0007,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0008,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0009,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0010,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0011,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0012,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0013,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0014,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0015,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0016,SouthernBC/WA
IYS2022-Franklin-5-47-135-Trawl-112-0017,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0018,SouthernBC/WA
IYS2022-Franklin-5-47-135-Trawl-112-0019,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0020,SEAK/NorthernBC
IYS2022-Franklin-5-47-135-Trawl-112-0021,SEAK/NorthernBC
IYS2022-Franklin-5-47-138-Trawl-112-0024,SEAK/NorthernBC
IYS2022-Franklin-5-47-138-Trawl-112-0026,WesternAK
IYS2022-Franklin-5-47-138-Trawl-112-0027,WesternAK
IYS2022-Franklin-5-48-138-Trawl-108-0030,SouthernBC/WA
IYS2022-Franklin-5-48-138-Trawl-112-0032,SEAK/NorthernBC
IYS2022-Franklin-5-48-138-Trawl-112-0033,SEAK/NorthernBC
IYS2022-Franklin-5-48-138-Trawl-112-0035,SEAK/NorthernBC
IYS2022-Franklin-5-48-138-Trawl-112-0036,SEAK/NorthernBC
IYS2022-Franklin-5-49-141-Trawl-112-0037,NorthernRussia
IYS2022-Franklin-5-49-141-Trawl-112-0038,SEAK/NorthernBC
IYS2022-Franklin-5-49-141-Trawl-112-0039,SouthernBC/WA
IYS2022-Franklin-5-49-141-Trawl-112-0043,SEAK/NorthernBC
IYS2022-Franklin-5-49-141-Trawl-112-0044,SouthernBC/WA
IYS2022-Franklin-5-49-141-Trawl-112-0045,NAKPen/WesternGOA
IYS2022-Franklin-5-49-141-Trawl-112-0046,SEAK/NorthernBC
IYS2022-Franklin-5-49-141-Trawl-112-0047,SEAK/NorthernBC
IYS2022-Franklin-5-49-141-Trawl-112-0048,Japan/Korea/SouthernRussia
IYS2022-Franklin-5-49-141-Trawl-112-0049,WesternAK
IYS2022-Franklin-5-49-141-Trawl-112-0050,Japan/Korea/SouthernRussia
IYS2022-Franklin-5-49-141-Trawl-112-0051,SouthernBC/WA
IYS2022-Franklin-5-49-141-Trawl-112-0053,Japan/Korea/SouthernRussia
IYS2022-Franklin-5-49-141-Trawl-112-0054,SEAK/NorthernBC
IYS2022-Franklin-5-49-141-Trawl-112-0055,Japan/Korea/SouthernRussia
IYS2022-Franklin-5-49-141-Trawl-112-0056,SEAK/NorthernBC
IYS2022-Franklin-5-49-141-Trawl-112-0057,SEAK/NorthernBC
IYS2022-Franklin-5-49-141-Trawl-112-0058,SEAK/NorthernBC
IYS2022-Franklin-5-49-141-Trawl-112-0059,SouthernBC/WA
IYS2022-Franklin-5-48-141-Trawl-112-0060,Japan/Korea/SouthernRussia
IYS2022-Franklin-5-48-141-Trawl-112-0061,Japan/Korea/SouthernRussia
IYS2022-Franklin-5-48-141-Trawl-112-0062,SEAK/NorthernBC
IYS2022-Franklin-5-48-141-Trawl-112-0063,SEAK/NorthernBC
IYS2022-Franklin-5-48-141-Trawl-112-0064,SEAK/NorthernBC
IYS2022-Franklin-5-48-141-Trawl-112-0065,SEAK/NorthernBC
IYS2022-Franklin-5-48-141-Trawl-112-0066,NAKPen/WesternGOA
IYS2022-Franklin-5-48-141-Trawl-112-0067,NAKPen/WesternGOA
IYS2022-Franklin-5-48-141-Trawl-112-0068,SEAK/NorthernBC
IYS2022-Franklin-5-48-141-Trawl-112-0069,SEAK/NorthernBC
IYS2022-Franklin-5-48-141-Trawl-112-0070,SEAK/NorthernBC
IYS2022-Franklin-5-47-141-Trawl-112-0076,SEAK/NorthernBC
IYS2022-Franklin-5-47-144-Trawl-112-0077,Japan/Korea/SouthernRussia
IYS2022-Franklin-5-48-144-Trawl-112-0078,SEAK/NorthernBC
IYS2022-Franklin-5-52-141-Trawl-112-0080,SEAK/NorthernBC
IYS2022-Franklin-5-52-141-Trawl-112-0081,SEAK/NorthernBC
IYS2022-Franklin-5-53-141-Trawl-112-0082,WesternAK
IYS2022-Franklin-5-53-138-Trawl-112-0084,NAKPen/WesternGOA
IYS2022-Franklin-5-55-138-Trawl-112-0085,SEAK/NorthernBC
IYS2022-Franklin-5-54-138-Trawl-112-0086,SouthernBC/WA
IYS2022-Franklin-5-54-138-Trawl-112-0087,SEAK/NorthernBC
IYS2022-Franklin-5-57-144-Trawl-112-0088,SEAK/NorthernBC
IYS2022-Franklin-5-57-144-Trawl-112-0089,NorthernRussia
